name_rus;name_eng;city_rus;city_eng;gmt_offset;country_rus;phone;email;website
;Parlin Field;;Newport;-8.0;США;;;
;Norwich International Airport;Норвич;Norwich;+0.0;Великобритания;+44 (0)1603 411923;flights@norwichinternational.com;http://www.norwichairport.co.uk/
;NS;;Argentia;+0.0;Канада;;;
;Pier 11/Wall St. SPB;Нью-Йорк;New York;;Колумбия;;;
Новата;Nowata;Новата;Nowata;-10.0;Папуа - Новая Гвинея;;;
;NAS;;Bermuda;-4.0;Бермудские острова;;;
;Willow Grove NAS;;Willow Grove;-5.0;США;;;
Ньери;Nyeri;Ньери;Nyeri;+3.0;Кения;;;
;Quantico Nas;;Quantico;-5.0;США;;;
Суньяни;Sunyani;Суньяни;Sunyani;+0.0;Гана;;;
Нануки;Nanyuki;Нануки;Nanyuki;+3.0;Кения;;;
Надым;Nadym;Надым;Nadym;-2.0;Россия;;;
;Nyngan;;Nyngan;-10.0;Австралия;;;
;Skavsta;Стокгольм;Stockholm;+1.0;Швеция;;;http://www.skavsta-air.se
;Nyaung-u;;Nyaung-u;-6.5;Мьянма;;;
;Nzagi;;Nzagi;+0.0;Ангола;;;
;Nzerekore;;Nzerekore;+0.0;Гвинея;;;
;Manzhouli;;Manzhouli;+0.0;Китай;;;
Нзоя;Nzoia;Нзоя;Nzoia;+3.0;Кения;;;
;South Weymouth;;South Weymouth;+5.0;США;;;
;North Island Nas;Сан Диего;San Diego;+8.0;США;;;
;Springhill;Орандж;Orange;+8.0;Австралия;;;
;Albert J Ellis;;Jacksonville;+6.0;США;;;
;Oakland International Airport;;Oakland;-5.0;США;;;
;Cacoal;;Cacoal;+0.0;Бразилия;;;
Оамару;Oamaru;Оамару;Oamaru;+13.0;Новая Зеландия;;;
Оланчито;Olanchito;Оланчито;Olanchito;+6.0;Гондурас;;;
;Marina Municipal;;Marina, CA;-8.0;США;;;
;Xoxocotlan;Оксака;Oaxaca;-6.0;Мексика;;;
Обан;Oban;Обан;Oban;+10.0;Австралия;;;
Обок;Obock;Обок;Obock;+3.0;Джибути;;;
Обано;Obano;Обано;Obano;+9.0;Индонезия;;;
;County;;Okeechobee;+5.0;США;;;
;Oberpfaffenhofen;;Oberpfaffenhofen;+1.0;Германия;;;
Обидос;Obidos;Обидос;Obidos;+3.0;Бразилия;;;
;Zoersel;;Zoersel;+0.0;Бельгия;;;
Моропе;Morobe;Моропе;Morobe;-10.0;Папуа - Новая Гвинея;;;
;Oban Airport;Обан;Oban;-10.0;Великобритания;;oban.airport@argyll-bute.gov.uk;http://www.argyll-bute.gov.uk/newsroom/features/obanairport?a=3
Обихиро;Obihiro;Обихиро;Obihiro;+9.0;Япония;;;
;Vals-Lanas;Обенас;Aubenas;+1.0;Франция;;;
;Oakland/Coliseum Stat;;Oakland;-5.0;США;;;
;Kobuk/Wien;;Kobuk;-9.0;США;;;
Обо;Obo;Обо;Obo;-10.0;Папуа - Новая Гвинея;;;
;Ittoqqortoormiit;;Ittoqqortoormiit;+1.0;Гренландия;;;
;Ocean Reef;;Ocean Reef;-5.0;США;;;
Кока;Coca;Кока;Coca;+5.0;Эквадор;;;
;Municipal;;Ocean City;-5.0;США;;;
;Taylor Field;Окала;Ocala;-5.0;США;;;
;A L Mangham Jr. Regional;;Nacogdoches, TX;-6.0;США;;;
;Oceanic;;Oceanic;-9.0;США;;;
;Boscobel;Очо Риос;Ocho Rios;-5.0;Ямайка;;;
;Municipal;Оушнсайд;Oceanside;-8.0;США;;;
;Aguasclaras;Окана;Ocana;+5.0;Колумбия;;;
;Warren Field;;Washington;+5.0;США;;;
Уадда;Ouadda;Уадда;Ouadda;-1.0;Центральноафриканская Республика;;;
Кордова;Cordoba;Кордова;Cordoba;+1.0;Испания;;;
;Oodnadatta;;Oodnadatta;-9.5;Австралия;;;
;Beldringe;Оденсе;Odense;-1.0;Дания;;;http://www.odense-lufthavn.dk/
;RAF Station;;Odiham;+0.0;Великобритания;;;
Уанда-Джалле;Ouanda Djalle;Уанда-Джалле;Ouanda Djalle;-1.0;Центральноафриканская Республика;;;
;Cordillo Downs;;Cordillo Downs;-9.5;Австралия;;;
;Long Seridan;;Long Seridan;+8.0;Малайзия;;;
;Ord River;;Ord River;-8.0;Австралия;;;
Одесса;Odessa International;Одесса;Odessa;+2.0;Украина;39-35-49;office@airport.odessa.ua;http://www.airport.od.ua
;Oak Harbor;;Oak Harbor;-8.0;США;;;
;Oudomxai;Удомхей;Oudomxay;+7.0;Лаос;;;
;Oneal;Винсенн;Vincennes;+5.0;США;;;
Окусси;Ocussi;Окусси;Ocussi;-8.0;Индонезия;;;
Орел;Orel;Орел;Orel;-2.0;Россия;;;
;Vincent Fayks;Паломеу;Paloemeu;+0.0;Суринам;;;
;Municipal;;Osceola;+6.0;США;;;
Орнсколдсвик;Ornskoldsvik;Орнсколдсвик;Ornskoldsvik;-1.0;Швеция;;;
;San Antonio Oeste;;San Antonio Oeste;+3.0;Аргентина;;;
;Ouango Fitini;;Ouango Fitini;+0.0;Кот д'Ивуар;;;
Олаффьордур;Olafsfjordur;Олаффьордур;Olafsfjordur;+0.0;Исландия;;;
;Stefan Field;;Norfolk;-5.0;США;;;
;Ofu;;Ofu;+11.0;Американское Самоа;;;
;Searle Field;;Ogallala;+7.0;США;;;
;Municipal;;Orangeburg;+5.0;США;;;
;Municipal;Огден;Ogden;+7.0;США;;;
Огерананг;Ogeranang;Огерананг;Ogeranang;-10.0;Папуа - Новая Гвинея;;;
;Kapalua;;Maui;-10.0;США;;;
Огле;Ogle;Огле;Ogle;+3.0;Гайана;;;
Йонагуни-Жима;Yonaguni Jima;Йонагуни-Жима;Yonaguni Jima;+9.0;Япония;;;
;Abengourou;;Abengourou;+0.0;Кот д'Ивуар;;;
Бонгор;Bongor;Бонгор;Bongor;-1.0;Чад;;;
;Ogdensburg;;Ogdensburg;+5.0;США;;;
;Ongava Game Reserve;;Ongava Game Reserve;+0.0;Намибия;;;
;Ain Beida;Уаргла;Ouargla;-1.0;Алжир;;;
Беслан;Beslan;Владикавказ;Vladikavkaz;-2.0;Россия;+7 (8672) 50-50-29;;
;Royal Air Force Base;;Ohakea;-12.0;Новая Зеландия;;;
;AFS;;Northeast Cape;+9.0;США;;;
Охрид;Ohrid;Охрид;Ohrid;+1.0;Македония;;;
Ошакати;Oshakati;Ошакати;Oshakati;-2.0;Намибия;;;
Охотск;Okhotsk;Охотск;Okhotsk;-2.0;Россия;;;
;Heliport;Обан;Oban;+1.0;Габон;;;
;Wyk Auf Foehr;;Wyk Auf Foehr;+1.0;Германия;;;
Кохат;Kohat;Кохат;Kohat;-5.0;Пакистан;;;
;Ourilandia;;Ourilandia;+0.0;Португалия;;;
;Eaton;Норвич;Norwich;-5.0;США;;;
;Splane Memorial;;Oil City, PA;-5.0;США;;;
;Oshima;;Oshima;-9.0;Япония;;;
Окусири;Okushiri;Окусири;Okushiri;-9.0;Япония;;;
Оита;Oita;Оита;Oita;-9.0;Япония;;;
;Johnson Executive;Канзас Сити;Kansas City;-6.0;США;;;
;Naha;Окинава;Okinawa;+9.0;Япония;;;
Фрейзер Айленд;Fraser Island;Орхид-Бич;Orchid Beach;-10.0;Австралия;;;
;Will Rogers World Airport;Оклахома Сити;Oklahoma City;-6.0;США;;;
;Okadama;Саппоро;Sapporo;-9.0;Япония;;;
Окино-Эрабу;Okino Erabu;Окино-Эрабу;Okino Erabu;-9.0;Япония;;;
Окаукуйэхо;Okaukuejo;Окаукуйэхо;Okaukuejo;-2.0;Намибия;;;
Окойо;Okoyo;Окойо;Okoyo;-1.0;Конго;;;
;Cottesmor RAF;;Oakham;+0.0;Великобритания;;;
Оки-Айленд;Oki Island;Оки-Айленд;Oki Island;-9.0;Япония;;;
Окаяма;Okayama;Окаяма;Okayama;-9.0;Япония;;;
;Kokomo;;Kokomo;-5.0;США;;;
Оксибил;Oksibil;Оксибил;Oksibil;-9.0;Индонезия;;;
;Okmulgee;;Okmulgee;+6.0;США;;;
Оконджа;Okondja;Оконджа;Okondja;-1.0;Габон;;;
;Yokota Afb;Токио;Tokyo;+9.0;Япония;;;
Оксапмин;Oksapmin;Оксапмин;Oksapmin;-10.0;Папуа - Новая Гвинея;;;
Окаба;Okaba;Окаба;Okaba;-9.0;Индонезия;;;
;Yorke Island;;Yorke Island;-10.0;Австралия;;;
;Oshkosh;;Oshkosh;+6.0;США;;;
Октябрьский;Oktiabrskij;Октябрьский;Oktiabrskij;-2.0;Россия;;;
;Mokuti Lodge;;Mokuti Lodge;-2.0;Намибия;;;
;Okao;;Okao;+8.0;Индонезия;;;
;Oakey;;Oakey;+10.0;Австралия;;;
Орланд;Orland;Орланд;Orland;-1.0;Норвегия;;;
;Costa Smeralda;;Olbia;+1.0;Италия;;;http://www.geasar.it/
;Old Town;;Old Town;-5.0;США;;;
;Municipal;;Olean;+5.0;США;;;
;International;;Wolf Point;-7.0;США;;;
;Old Harbor SPB;;Old Harbor;+9.0;США;;;
;Rif;Олафсвик;Olafsvik;+0.0;Исландия;;;
Олпой;Olpoi;Олпой;Olpoi;-11.0;Вануату;;;
;Fuerte Olimpo;;Fuerte Olimpo;+0.0;Парагвай;;;
Олимпия;Olympia;Олимпия;Olympia;+8.0;США;;;
;Colonia Sarmiento;;Colonia Sarmiento;+3.0;Аргентина;;;
Оломоуц;Olomouc;Оломоуц;Olomouc;-1.0;Чехия;;;
;Olympic Dam;;Olympic Dam;-9.5;Австралия;;;
Олсобип;Olsobip;Олсобип;Olsobip;-10.0;Папуа - Новая Гвинея;;;
;International;Ногалес;Nogales;-7.0;США;;;
;Columbus Municipal;;Columbus, NE;-6.0;США;;;
;Olive Branch Arpt;;Olive Branch;+6.0;США;;;
;Olney-Noble;;Olney;+6.0;США;;;
;Eppley Airfield;Омаха;Omaha;+6.0;США;;;
Омбуэ;Omboue;Омбуэ;Omboue;-1.0;Габон;;;
Ормок;Ormoc;Ормок;Ormoc;-8.0;Филиппины;;;
Ораньемунд;Oranjemund;Ораньемунд;Oranjemund;-2.0;Намибия;;;
;Nome;;Nome;-9.0;США;;;
;King Hussein;;Mafraq;+2.0;Иордания;;;
Омега;Omega;Омега;Omega;-2.0;Намибия;;;
Урмиех;Urmieh;Урмиех;Urmieh;-3.5;Иран;;;
;Omidieh;;Omidieh;+3.5;Иран;;;
Омура;Omura;Омура;Omura;+9.0;Япония;;;
;Municipal;;Omak;+8.0;США;;;
Омкалай;Omkalai;Омкалай;Omkalai;-10.0;Папуа - Новая Гвинея;;;
Мармул;Marmul;Мармул;Marmul;+0.0;Оман;;;
Османабад;Osmanabad;Османабад;Osmanabad;-5.5;Индия;;;
Мостар;Mostar;Мостар;Mostar;-1.0;Босния и Герцеговина;+387 36 350 992;mostar-airport@tel.net.ba;http://www.mostar-airport.ba
Орадеа;Oradea;Орадя;Oradea;-2.0;Румыния;;;http://www.oradea-online.ro/oradea/3/oradea_airport.htm
Омск;Omsk;Омск;Omsk;+6.0;Россия;;;
;Oddor Meanche;;Oddor Meanche;-7.0;Камбоджа;;;
;Municipal;;Winona;+0.0;США;;;
Ононге;Ononge;Ононге;Ononge;-10.0;Папуа - Новая Гвинея;;;
Ондангва;Ondangwa;Ондангва;Ondangwa;+1.0;Намибия;;;
;Onepusu;;Onepusu;-11.0;Соломоновы острова;;;
;Mornington;;Mornington;-10.0;Австралия;;;
;Municipal;;Oneonta;+5.0;США;;;
Моанамани;Moanamani;Моанамани;Moanamani;+9.0;Индонезия;;;
;Odate Noshiro;;Odate Noshiro;+9.0;Япония;;;
;Municipal;;Oneill;+6.0;США;;;
;Socorro;;Socorro;+7.0;США;;;
;Onion Bay;;Onion Bay;+9.0;США;;;
;Ontario Municipal Airport;;Ontario;-7.0;США;;;
;Newport;;Newport;-8.0;США;;;
Зонгулдаг;Zonguldak;Зонгулдаг;Zonguldak;+0.0;Турция;;;
;Monkira;;Monkira;-10.0;Австралия;;;
;Onslow;;Onslow;-8.0;Австралия;;;
;Ontario International;;Ontario;-7.0;США;;;http://www.lawa.org/ont/
Оно-И-Лау;Ono I Lau;Оно-И-Лау;Ono I Lau;-12.0;Фиджи;;;
;Enrique Adolfo Jimenez;Колон;Colon;-5.0;Панама;;;
;Olney;;Olney;+6.0;США;;;
;Municipal;;Oskaloosa;+6.0;США;;;
;Toksook Bay;;Toksook Bay;+0.0;США;;;
;Coolangatta/Gold Coast;;Coolangatta/Gold Coast;+10.0;Австралия;;;
Коома;Cooma;Коома;Cooma;-10.0;Австралия;;;
;Mooraberree;;Mooraberree;-10.0;Австралия;;;
Онотоа;Onotoa;Онотоа;Onotoa;-12.0;Кирибати;;;
Копаскер;Kopasker;Копаскер;Kopasker;+0.0;Исландия;;;
Опен-Бей;Open Bay;Опен-Бей;Open Bay;-10.0;Папуа - Новая Гвинея;;;
;Opa Locka;Майами;Miami;-6.0;США;;;
;Oenpelli;;Oenpelli;-9.5;Австралия;;;
;St Landry Parish;;Opelousas;+6.0;США;;;
;Francisco Sб Carneiro;Порто;Porto;+0.0;Португалия;351229432400;oporto.airport@ana-aeroportos.pt;http://www.ana.pt/portal/page/portal/ANA/AEROPORTO_PORTO/
Синоп;Sinop;Синоп;Sinop;;Бразилия;;;
Балимо;Balimo;Балимо;Balimo;-10.0;Папуа - Новая Гвинея;;;
Опува;Opuwa;Опува;Opuwa;-2.0;Намибия;;;
Оран;Oran;Оран;Oran;+3.0;Аргентина;;;
;Orebro-bofors;Оребро;Orebro;+1.0;Швеция;+46 19 30 70 00;;http://www.orb-airport.se
Ороке;Orocue;Ороке;Orocue;+5.0;Колумбия;;;
;Chicago O'hare International;;Chicago, Il;-6.0;США;;;http://www.ohare.com
Орлеан;Orleans;Орлеан;Orleans;-1.0;Франция;;;
;Norfolk International Airport;;Norfolk;-5.0;США;757-857-3351;info@norfolkairport.com;http://www.norfolkairport.com/
;Zorg En Hoop;;Paramaribo;+3.0;Суринам;;;
;Worcester Regional Airport;;Worcester;-5.0;США;;;
;Port Lions SPB;;Port Lions;+9.0;США;;;
Ориндук;Orinduik;Ориндук;Orinduik;;Бразилия;;;
Корк;Cork;Корк;Cork;+0.0;Ирландия;+353 (0)21 4313131;marketing@corkairport.com;http://www.corkairport.com
;Orlando Executive;Орландо;Orlando;+5.0;США;;;
;Northampton;;Northampton;+0.0;Великобритания;;;
;Es Senia;Оран;Oran;-1.0;Алжир;;;
Йоро;Yoro;Йоро;Yoro;-6.0;Гондурас;;;
Орапа;Orapa;Орапа;Orapa;-2.0;Ботсвана;;;
;Heliport;;Norwalk;-5.0;США;;;
;Yorketown;;Yorketown;+10.5;Австралия;;;
;Waterport;;Orpheus Island Resort;-10.0;Австралия;;;
;Northway;;Northway;-9.0;США;;;
Оруро;Oruro;Оруро;Oruro;+4.0;Боливия;;;
;Curtis Memorial;;Noorvik;-9.0;США;;;
Ормара;Ormara;Ормара;Ormara;-5.0;Пакистан;;;
;Oriximina;;Oriximina;+3.0;Бразилия;;;
;Orly;Париж;Paris;+1.0;Франция;;;http://www.adp.fr
Ориндж-Уолк;Orange Walk;Ориндж-Уолк;Orange Walk;+6.0;Белиз;;;
;Osage Beach;;Osage Beach;+6.0;США;;;
;Wurtsmith AFB;;Oscoda;+5.0;США;;;
;Froesoe;Остерсанд;Ostersund;-1.0;Швеция;;;
Омора;Omora;Омора;Omora;-10.0;Папуа - Новая Гвинея;;;
;Ossima;;Ossima;-10.0;Папуа - Новая Гвинея;;;
;Wittman Field;;Oshkosh;+6.0;США;;;
Осиек;Osijek;Осиек;Osijek;+1.0;Хорватия;;zlosijek-opc@os.t-com.hr;http://www.osijek-airport.hr
Оскархамн;Oskarshamn;Оскархамн;Oskarshamn;-1.0;Швеция;+46 (0)491-332 00;;
;Oslo Airport, Gardermoen;Осло;Oslo;+1.0;Норвегия;4764812000;more.traffic@osl.no;http://www.osl.no
Мосул;Mosul;Мосул;Mosul;+3.0;Ирак;;;
;Osan AB;;Osan;+9.0;Южная Корея;;;
;Redzikowo;Слупск;Slupsk;-1.0;Польша;;;
;Mosnov;Острава;Ostrava;+1.0;Чехия;+420 59 747 1122;handling@airport-ostrava.cz;http://www.airport-ostrava.cz
Ош;Osh International Airport;Ош;Osh;+5.0;Кыргызстан;;;http://www.airport.kg
;Ostend/Bruges International Airport;;Ostend;-1.0;Бельгия;;;http://www.ost.aero/
;Ohio State University;;Columbus;-5.0;США;;;
Орск;Orsk;Орск;Orsk;-2.0;Россия;;;
;Attala County;;Kosciusko;-6.0;США;;;
Намсус;Namsos;Намсус;Namsos;+1.0;Норвегия;4774217700;;
Кошалин;Koszalin;Кошалин;Koszalin;-1.0;Польша;;;
;Mota;;Mota;-3.0;Эфиопия;;;
Бол;Bol;Бол;Bol;+1.0;Чад;;;
Контадора;Contadora;Контадора;Contadora;-5.0;Панама;;;
;Worthington;;Worthington;-6.0;США;;;
;North Bend;;North Bend;-8.0;США;;;
Моротаи-Айленд;Morotai Island;;Pitu, Morotai Island;+8.0;Индонезия;;;
Отьиваронго;Otjiwarongo;Отьиваронго;Otjiwarongo;+0.0;Намибия;;;
Бутилимит;Boutilimit;Бутилимит;Boutilimit;+0.0;Мавритания;;;
;Industrial;;Ottumwa;+6.0;США;;;
;Green;;Oaktown;-5.0;США;;;
;Vor;;Otto;+7.0;США;;;
;Henri Coanda International;Бухарест;Bucharest;+2.0;Румыния;+40 21 204 1200;otp@otp-airport.ro;http://www.otp-airport.ro
Кото-47;Coto 47;Кото-47;Coto 47;-5.0;Коста-Рика;;;
;Anacortes;;Anacortes;-8.0;США;;;
Оту;Otu;Оту;Otu;+5.0;Колумбия;;;
;Ontong Java;;Ontong Java;+0.0;Соломоновы острова;;;
Ориа;Oria;Ориа;Oria;-10.0;Папуа - Новая Гвинея;;;
;Kotzebue;;Kotzebue;-9.0;США;;;
Уагадугу;Ouagadougou;Уагадугу;Ouagadougou;+0.0;Буркина-Фасо;;;
;Les Angades;Уджда;Oujda;+0.0;Марокко;;;
Уэссо;Ouesso;Уэссо;Ouesso;-1.0;Конго;;;
Уахигоуя;Ouahigouya;Уахигоуя;Ouahigouya;+0.0;Буркина-Фасо;;;
Оудсхорн;Oudtshoorn;Оудсхорн;Oudtshoorn;-2.0;ЮАР;;;
;Ban Houei;;Ban Houei;+7.0;Лаос;;;
;Outer Skerries;;Outer Skerries;+0.0;Великобритания;;;
Оулу;Oulu;Оулу;Oulu;-2.0;Финляндия;;;
;Oum Hadjer;;Oum Hadjer;-1.0;Чад;;;
;Max Westheimer;;Norman;-6.0;США;;;
Батури;Batouri;Батури;Batouri;+1.0;Камерун;;;
;Ourinhos;;Ourinhos;+3.0;Бразилия;;;
Буссо;Bousso;Буссо;Bousso;-1.0;Чад;;;
;Ouanga;;Ouanga;-1.0;Габон;;;
Зурате;Zouerate;Зурате;Zouerate;+0.0;Мавритания;;;
Бекили;Bekily;Бекили;Bekily;-3.0;Мадагаскар;;;
Толмачево;Tolmachevo;Новосибирск;Novosibirsk;+6.0;Россия;(383) 216-92-30;ap@ovbport.ru;http://www.tolmachevo.ru
Астурия;Asturias;;Oviedo/Aviles;+1.0;Испания;;;
;Oroville;;Oroville;+8.0;США;;;
;Overberg (FAOB);;Overberg;+1.0;Бельгия;;;
Овайе;Ovalle;Овайе;Ovalle;+4.0;Чили;;;
;Olavarria;;Olavarria;-3.0;Аргентина;;;
;Owatonna;;Owatonna;+6.0;США;;;
;Daviess County;;Owensboro;+6.0;США;;;
;Memorial;;Norwood;-5.0;США;;;
Овендо;Owendo;Овендо;Owendo;-1.0;Габон;;;
;Central Maine Airport of Norridgewock;;Norridgewock;-5.0;США;;;
;Osvaldo Vieira International;;Bissau;+0.0;Гвинея-Бисау;;;
;Waterbury-oxford;;Oxford, CT;-5.0;США;;;
;Miami University;;Oxford;-4.0;Канада;;;
;Oxford (Kidlington);Оксфорд;Oxford;+0.0;Великобритания;441865844260;info@oxfordairport.co.uk;http://www.oxfordairport.co.uk
;Orientos;;Orientos;-10.0;Австралия;;;
Вентура;Ventura;Вентура;Ventura;+8.0;США;;;
;Morney;;Morney;-10.0;Австралия;;;
Гоя;Goya;Гоя;Goya;-3.0;Аргентина;;;
Оем;Oyem;Оем;Oyem;-1.0;Габон;;;
Мойо;Moyo;Мойо;Moyo;+3.0;Уганда;;;
;Oiapoque;;Oiapoque;+3.0;Бразилия;;;
Мояль;Moyale;Мояль;Moyale;+3.0;Эфиопия;;;
;Ouyen;;Ouyen;-10.0;Австралия;;;
Трес-Арройос;Tres Arroyos;Трес-Арройос;Tres Arroyos;+0.0;Аргентина;;;
;St-Georges de lOyapock;;St Georges de lOyapock;+3.0;Французская Гвиана;;;
;Yosemite Ntl Park;;Yosemite Ntl Park;-8.0;США;;;
;Ozona Municipal;;Ozona;+6.0;США;325-392-2030;;
;Labo;Озамис-Сити;Ozamis City;-8.0;Филиппины;;;
Запорожье;Zaporozhye;Запорожье;Zaporozhye;+2.0;Украина;;;
;Bobadilla;;Bobadilla;;Сальвадор;;;
;Moron;;Moron;+1.0;Испания;;;
;Cairns AAF;;Ozark;-6.0;США;;;
;Montilla;;Montilla;-5.0;Панама;;;
Уарзазат;Ouarzazate;Уазазат;Ouarzazate;+0.0;Марокко;;;
;Pa-an;;Pa-an;-6.5;Мьянма;;;
Биласпур;Bilaspur;Биласпур;Bilaspur;+5.5;Индия;;;
;Paitilla-Marcos A. Gelabert;Панама Сити;Panama City;+5.0;Панама;;;
;Paderborn/lippstadt;;Paderborn;-1.0;Германия;492955770;management@airport-pad.com;http://www.edlp.de
;Snohomish County;Эверетт;Everett;-8.0;США;;;
Пакуба;Pakuba;Пакуба;Pakuba;-3.0;Уганда;;;
Пагадиан;Pagadian;Пагадиан;Pagadian;-8.0;Филиппины;;;
;Barkley Regional;;Paducah, KY;-6.0;США;;;
Пайлинь;Pailin;Пайлинь;Pailin;-7.0;Камбоджа;;;
Пара-Чинар;Para Chinar;Пара-Чинар;Para Chinar;-5.0;Пакистан;;;
;Port Allen;;Hanapepe;-10.0;США;;;
Паланкеро;Palanquero;Паланкеро;Palanquero;-5.0;Колумбия;;;
;Tyndall AFB;Панама Сити;Panama City;+5.0;Панама;;;
Паттани;Pattani;Паттани;Pattani;-7.0;Таиланд;;;
Пало Альто;Palo Alto;Пало Альто;Palo Alto;+8.0;США;;;
;Toussaint Louverture International;;Port Au Prince;-5.0;Гаити;;;
;Municipal;;Palmer;+9.0;США;;;
Парос;Paros;Парос;Paros;-2.0;Греция;0030-2284091257;;
Патна;Patna;Патна;Patna;+5.5;Индия;;;http://patnaairport.com/
Паук;Pauk;Паук;Pauk;-6.5;Мьянма;;;
;Paulo Afonso;;Paulo Afonso;+3.0;Бразилия;;;
Памбва;Pambwa;Памбва;Pambwa;-10.0;Папуа - Новая Гвинея;;;
;Port De Paix;;Port De Paix;+5.0;Гаити;;;
;Pamol;;Pamol;-8.0;Малайзия;;;
;Tajin;Поса-Рика;Poza Rica;+6.0;Мексика;;;
;Point Barrow;;Barrow;-9.0;США;;;
;Paranaiba;;Paranaiba;+4.0;Бразилия;;;
;Hermanos Serdan International;;Puebla Atlixco;-6.0;Мексика;;;
Порбандар;Porbandar;Порбандар;Porbandar;-5.5;Индия;;;
Пуэрто-Беррио;Puerto Berrio;Пуэрто-Беррио;Puerto Berrio;+5.0;Колумбия;;;
;Grider Field;;Pine Bluff;+6.0;США;;;
;Plattsburgh International;;Plattsburgh;-5.0;США;;;
Паро;Paro;Паро;Paro;+5.5;Бутан;975 8 271347;aviation@druknet.bt;
;Palm Beach International;Уест Палм Бич;West Palm Beach;-5.0;США;(561) 471-7420;;http://www.pbia.org
Паама;Paama;Паама;Paama;;Новая Каледония;;;
;Pack Creek;;Pack Creek;-9.0;США;;;
;Puerto Cabello;;Puerto Cabello;+4.0;Венесуэла;;;
;Zanderij Intl;;Paramaribo;+3.0;Суринам;;;
Порту-Амбоим;Porto Amboim;Порту-Амбоим;Porto Amboim;-1.0;Ангола;;;
;Paraburdoo;;Paraburdoo;-8.0;Австралия;;;
;Punta Islita;;Punta Islita;-6.0;Коста-Рика;;;
;Pimenta Bueno;;Pimenta Bueno;+4.0;Бразилия;;;
Пуэрто Барриос;Puerto Barrios;Пуэрто Барриос;Puerto Barrios;+6.0;Гватемала;;;
Патонг-Бич;Patong Beach;Патонг-Бич;Patong Beach;+7.0;Таиланд;;;
;Puerto Leda;;Puerto Leda;+0.0;Парагвай;;;
Путао;Putao;Путао;Putao;-6.5;Мьянма;;;
;Porto Dos Gauchos;;Porto Dos Gauchos;+0.0;Бразилия;;;
Палибело;Palibelo;Палибело;Palibelo;+0.0;Гана;;;
;Porto Alegre Do Norte;;Porto Alegre Do Norte;-4.0;Бразилия;;;
;Hamilton/Proserpine;;Peppers Palm Bay;+11.0;Австралия;;;
Плеттенберг Бей;Plettenberg Bay;Плеттенберг-Бей;Plettenberg Bay;+2.0;ЮАР;445339096;;
;Portage Creek;;Portage Creek;+9.0;США;;;
Пондок-Кабе;Pondok Cabe;Джакарта;Jakarta;-7.0;Индонезия;;;
Пуэрто Рико;Puerto Rico;Пуэрто Рико;Puerto Rico;+5.0;Колумбия;;;
;Municipal;;Prairie Du Chien;+6.0;США;;;
;Painter Creek;;Painter Creek;-9.0;США;;;
Пасо-Кабаллос;Paso Caballos;Пасо-Кабаллос;Paso Caballos;+6.0;Гватемала;;;
Палачос;Palacios;Палачос;Palacios;+6.0;Гондурас;;;
;Puerto La Victoria;;Puerto La Victoria;+0.0;Парагвай;;;
;Porcupine Creek;;Porcupine Creek;+9.0;США;;;
;Captain Rolden International Airport;Пукальпа;Pucallpa;+5.0;Перу;;;
;Playa Del Carmen;;Playa Del Carmen;+0.0;Мексика;;;
;Koromiko;Пиктон;Picton;-12.0;Новая Зеландия;;;
Пунта-Колораде;Punta Colorada;Пунта-Колораде;Punta Colorada;+7.0;Мексика;;;
;Principe;;Principe;+0.0;Сан-Томе и Принсипи;;;
;Bounneua;;Phongsaly;+7.0;Лаос;;;
Пуэрто-Каррено;Puerto Carreno;Пуэрто-Каррено;Puerto Carreno;+5.0;Колумбия;;;
;Picos;;Picos;+3.0;Бразилия;;;
;Princeton;;Princeton;-5.0;США;609-921-3100;39N@princetonairport.com;http://www.princetonairport.com
;Pearl River County;;Picayune;+6.0;США;;;
Пунта-Шивато;Punta Chivato;Пунта-Шивато;Punta Chivato;+7.0;Мексика;;;
Пуэрто-Инирида;Puerto Inirida;Пуэрто-Инирида;Puerto Inirida;+5.0;Колумбия;;;
;Pedro Bay;;Pedro Bay;+9.0;США;;;
Муэо;Mueo;Муэо;Mueo;-11.0;Новая Каледония;;;
;Ponta de Ouro;;Ponta de Ouro;+0.0;Мозамбик;;;
;Pandie Pandie;;Pandie Pandie;-9.5;Австралия;;;
;Prado;Прадо;Prado;+3.0;Бразилия;;;
;Minangkabau International Airport;Паданг;Padang;+7.0;Индонезия;+62 (0)751 819123;;
Пиндиу;Pindiu;Пиндиу;Pindiu;-10.0;Папуа - Новая Гвинея;;;
;Dekalb-Peachtree;;Atlanta, GA;-5.0;США;;;
;Nordela;;Ponta Delgada;+1.0;Португалия;;;
;Parndana;;Parndana;-9.5;Австралия;;;
Пендопо;Pendopo;Пендопо;Pendopo;-7.0;Индонезия;;;
;Capitan Corbeta CA Curbelo International Airport;;Maldonado;+3.0;Уругвай;042 559777 - 042 559387;;
;Municipal;Президенти-Дутра;Presidente Dutra;;Эфиопия;;;
Пьедрас-Неграс;Piedras Negras;Пьедрас-Неграс;Piedras Negras;+6.0;Мексика;;;
;Pendleton;;Pendleton;+8.0;США;;;
Пайсанду;Paysandu;Пайсанду;Paysandu;+3.0;Уругвай;;;
Пловдив;Plovdiv;Пловдив;Plovdiv;+2.0;Болгария;+359 32/ 60 11 22;operations@plovdivairport.com;http://www.plovdivairport.com/
